"Freq [GHz]","dB(S(1,1)) []"
3.534,-0.923894590600332
3.5345,-0.925196014773422
3.535,-0.926502214426359
3.5355,-0.927813211824772
3.536,-0.929129029359729
3.5365,-0.930449689548557
3.537,-0.931775215035667
3.5375,-0.933105628593405
3.538,-0.934440953122888
3.5385,-0.935781211654872
3.539,-0.937126427350582
3.5395,-0.938476623502582
3.54,-0.93983182353566
3.5405,-0.941192051007706
3.541,-0.942557329610568
3.5415,-0.943927683170964
3.542,-0.945303135651383
3.5425,-0.94668371115096
3.543,-0.948069433906421
3.5435,-0.949460328292974
3.544,-0.950856418825247
3.5445,-0.952257730158207
3.545,-0.953664287088119
3.5455,-0.955076114553465
3.546,-0.956493237635912
3.5465,-0.957915681561269
3.547,-0.959343471700443
3.5475,-0.960776633570446
3.548,-0.962215192835325
3.5485,-0.96365917530719
3.549,-0.965108606947207
3.5495,-0.966563513866583
3.55,-0.968023922327587
3.5505,-0.969489858744607
3.551,-0.970961349685084
3.5515,-0.972438421870645
3.552,-0.9739211021781
3.5525,-0.975409417640483
3.553,-0.976903395448163
3.5535,-0.978403062949842
3.554,-0.979908447653662
3.5545,-0.981419577228325
3.555,-0.982936479504121
3.5555,-0.984459182474071
3.556,-0.985987714295036
3.5565,-0.987522103288784
3.557,-0.989062377943195
3.5575,-0.990608566913348
3.558,-0.992160699022649
3.5585,-0.993718803264028
3.559,-0.995282908801089
3.5595,-0.996853044969247
3.56,-0.998429241276947
3.5605,-1.00001152740684
3.561,-1.00159993321696
3.5615,-1.00319448874197
3.562,-1.00479522419436
3.5625,-1.00640216996566
3.563,-1.0080153566277
3.5635,-1.00963481493383
3.564,-1.01126057582021
3.5645,-1.01289267040703
3.565,-1.01453112999984
3.5655,-1.01617598609077
3.566,-1.01782727035988
3.5665,-1.01948501467646
3.567,-1.02114925110029
3.5675,-1.02282001188304
3.568,-1.02449732946957
3.5685,-1.02618123649925
3.569,-1.02787176580739
3.5695,-1.02956895042653
3.57,-1.03127282358789
3.5705,-1.03298341872268
3.571,-1.03470076946357
3.5715,-1.03642490964609
3.572,-1.03815587331003
3.5725,-1.03989369470086
3.573,-1.04163840827124
3.5735,-1.04339004868241
3.574,-1.04514865080571
3.5745,-1.04691424972401
3.575,-1.04868688073325
3.5755,-1.05046657934393
3.576,-1.0522533812826
3.5765,-1.05404732249344
3.577,-1.05584843913973
3.5775,-1.05765676760548
3.578,-1.05947234449693
3.5785,-1.06129520664417
3.579,-1.06312539110273
3.5795,-1.06496293515515
3.58,-1.06680787631263
3.5805,-1.06866025231664
3.581,-1.07052010114056
3.5815,-1.07238746099137
3.582,-1.07426237031127
3.5825,-1.0761448677794
3.583,-1.07803499231351
3.5835,-1.07993278307169
3.584,-1.08183827945408
3.5845,-1.08375152110462
3.585,-1.08567254791279
3.5855,-1.08760140001538
3.586,-1.08953811779828
3.5865,-1.09148274189825
3.587,-1.09343531320475
3.5875,-1.09539587286175
3.588,-1.09736446226961
3.5885,-1.09934112308685
3.589,-1.10132589723212
3.5895,-1.10331882688599
3.59,-1.10531995449293
3.5905,-1.10732932276317
3.591,-1.10934697467464
3.5915,-1.11137295347497
3.592,-1.11340730268335
3.5925,-1.11545006609259
3.593,-1.11750128777111
3.5935,-1.11956101206491
3.594,-1.12162928359965
3.5945,-1.12370614728263
3.595,-1.12579164830491
3.5955,-1.12788583214335
3.596,-1.12998874456274
3.5965,-1.13210043161789
3.597,-1.13422093965575
3.5975,-1.13635031531758
3.598,-1.13848860554113
3.5985,-1.14063585756277
3.599,-1.14279211891972
3.5995,-1.14495743745233
3.6,-1.14713186130619
3.6005,-1.14931543893451
3.601,-1.15150821910033
3.6015,-1.15371025087882
3.602,-1.15592158365963
3.6025,-1.15814226714917
3.603,-1.16037235137302
3.6035,-1.16261188667825
3.604,-1.16486092373587
3.6045,-1.16711951354316
3.605,-1.16938770742618
3.6055,-1.17166555704221
3.606,-1.17395311438219
3.6065,-1.17625043177324
3.607,-1.17855756188115
3.6075,-1.18087455771298
3.608,-1.18320147261951
3.6085,-1.18553836029794
3.609,-1.18788527479441
3.6095,-1.19024227050667
3.61,-1.19260940218666
3.6105,-1.19498672494327
3.611,-1.19737429424495
3.6115,-1.19977216592248
3.612,-1.20218039617165
3.6125,-1.20459904155611
3.613,-1.20702815901002
3.6135,-1.209467805841
3.614,-1.21191803973285
3.6145,-1.21437891874846
3.615,-1.21685050133269
3.6155,-1.21933284631525
3.616,-1.22182601291362
3.6165,-1.22433006073606
3.617,-1.22684504978453
3.6175,-1.22937104045772
3.618,-1.23190809355405
3.6185,-1.23445627027482
3.619,-1.23701563222716
3.6195,-1.23958624142723
3.62,-1.24216816030331
3.6205,-1.24476145169903
3.621,-1.24736617887644
3.6215,-1.24998240551936
3.622,-1.25261019573654
3.6225,-1.25524961406494
3.623,-1.25790072547309
3.6235,-1.26056359536435
3.624,-1.26323828958029
3.6245,-1.26592487440411
3.625,-1.26862341656402
3.6255,-1.2713339832367
3.626,-1.27405664205078
3.6265,-1.27679146109033
3.627,-1.27953850889844
3.6275,-1.28229785448074
3.628,-1.28506956730901
3.6285,-1.28785371732486
3.629,-1.29065037494333
3.6295,-1.29345961105659
3.63,-1.29628149703772
3.6305,-1.29911610474442
3.631,-1.30196350652282
3.6315,-1.30482377521131
3.632,-1.30769698414438
3.6325,-1.31058320715657
3.633,-1.31348251858629
3.6335,-1.31639499327992
3.634,-1.31932070659567
3.6345,-1.32225973440776
3.635,-1.3252121531103
3.6355,-1.3281780396216
3.636,-1.33115747138816
3.6365,-1.3341505263889
3.637,-1.33715728313942
3.6375,-1.34017782069614
3.638,-1.34321221866068
3.6385,-1.34626055718418
3.639,-1.34932291697164
3.6395,-1.35239937928628
3.64,-1.35549002595413
3.6405,-1.35859493936832
3.641,-1.36171420249379
3.6415,-1.3648478988717
3.642,-1.36799611262413
3.6425,-1.37115892845869
3.643,-1.37433643167323
3.6435,-1.37752870816051
3.644,-1.38073584441308
3.6445,-1.38395792752797
3.645,-1.38719504521161
3.6455,-1.3904472857848
3.646,-1.39371473818749
3.6465,-1.39699749198391
3.647,-1.40029563736758
3.6475,-1.40360926516632
3.648,-1.40693846684747
3.6485,-1.41028333452299
3.649,-1.41364396095474
3.6495,-1.41702043955968
3.65,-1.42041286441522
3.6505,-1.42382133026463
3.651,-1.42724593252236
3.6515,-1.43068676727956
3.652,-1.43414393130957
3.6525,-1.43761752207348
3.653,-1.44110763772578
3.6535,-1.44461437711994
3.654,-1.4481378398142
3.6545,-1.45167812607732
3.655,-1.45523533689436
3.6555,-1.4588095739726
3.656,-1.46240093974742
3.6565,-1.46600953738834
3.657,-1.46963547080501
3.6575,-1.47327884465329
3.658,-1.47693976434145
3.6585,-1.48061833603631
3.659,-1.48431466666955
3.6595,-1.48802886394401
3.66,-1.49176103634005
3.6605,-1.495511293122
3.661,-1.49927974434468
3.6615,-1.5030665008599
3.662,-1.50687167432313
3.6625,-1.51069537720011
3.663,-1.51453772277368
3.6635,-1.51839882515049
3.664,-1.52227879926793
3.6645,-1.52617776090101
3.665,-1.53009582666941
3.6655,-1.53403311404445
3.666,-1.5379897413563
3.6665,-1.54196582780116
3.667,-1.54596149344844
3.6675,-1.54997685924817
3.668,-1.55401204703836
3.6685,-1.55806717955246
3.669,-1.56214238042691
3.6695,-1.5662377742087
3.67,-1.57035348636312
3.6705,-1.57448964328144
3.671,-1.57864637228877
3.6715,-1.5828238016519
3.672,-1.58702206058737
3.6725,-1.5912412792694
3.673,-1.59548158883806
3.6735,-1.59974312140751
3.674,-1.6040260100742
3.6745,-1.60833038892525
3.675,-1.6126563930469
3.6755,-1.61700415853299
3.676,-1.62137382249358
3.6765,-1.62576552306362
3.677,-1.63017939941169
3.6775,-1.63461559174886
3.678,-1.63907424133759
3.6785,-1.64355549050077
3.679,-1.64805948263079
3.6795,-1.65258636219875
3.68,-1.6571362747637
3.6805,-1.66170936698203
3.681,-1.6663057866169
3.6815,-1.67092568254778
3.682,-1.67556920478011
3.6825,-1.68023650445496
3.683,-1.68492773385895
3.6835,-1.68964304643405
3.684,-1.69438259678766
3.6845,-1.69914654070274
3.685,-1.70393503514792
3.6855,-1.70874823828789
3.686,-1.71358630949375
3.6865,-1.71844940935354
3.687,-1.72333769968283
3.6875,-1.72825134353543
3.688,-1.73319050521423
3.6885,-1.73815535028207
3.689,-1.74314604557281
3.6895,-1.7481627592024
3.69,-1.75320566058022
3.6905,-1.75827492042031
3.691,-1.76337071075294
3.6915,-1.76849320493613
3.692,-1.77364257766732
3.6925,-1.7788190049952
3.693,-1.78402266433165
3.6935,-1.78925373446375
3.694,-1.79451239556591
3.6945,-1.79979882921217
3.695,-1.80511321838864
3.6955,-1.81045574750593
3.696,-1.81582660241186
3.6965,-1.82122597040417
3.697,-1.8266540402435
3.6975,-1.8321110021663
3.698,-1.83759704789808
3.6985,-1.84311237066663
3.699,-1.8486571652155
3.6995,-1.85423162781745
3.7,-1.85983595628822
3.7005,-1.86547035000031
3.701,-1.87113500989697
3.7015,-1.87683013850624
3.702,-1.88255593995524
3.7025,-1.88831261998459
3.703,-1.89410038596281
3.7035,-1.89991944690113
3.704,-1.90577001346824
3.7045,-1.91165229800527
3.705,-1.91756651454091
3.7055,-1.92351287880674
3.706,-1.92949160825255
3.7065,-1.93550292206205
3.707,-1.94154704116853
3.7075,-1.9476241882708
3.708,-1.95373458784924
3.7085,-1.95987846618206
3.709,-1.96605605136166
3.7095,-1.97226757331124
3.71,-1.97851326380146
3.7105,-1.98479335646742
3.711,-1.99110808682572
3.7115,-1.99745769229166
3.712,-2.00384241219675
3.7125,-2.01026248780625
3.713,-2.01671816233703
3.7135,-2.02320968097547
3.714,-2.02973729089569
3.7145,-2.03630124127786
3.715,-2.04290178332674
3.7155,-2.04953917029043
3.716,-2.05621365747926
3.7165,-2.06292550228501
3.717,-2.06967496420006
3.7175,-2.0764623048371
3.718,-2.08328778794872
3.7185,-2.09015167944743
3.719,-2.09705424742577
3.7195,-2.10399576217662
3.72,-2.11097649621388
3.7205,-2.11799672429314
3.721,-2.12505672343277
3.7215,-2.13215677293507
3.722,-2.13929715440778
3.7225,-2.14647815178574
3.723,-2.15370005135277
3.7235,-2.16096314176387
3.724,-2.16826771406753
3.7245,-2.17561406172835
3.725,-2.18300248065
3.7255,-2.19043326919812
3.726,-2.19790672822387
3.7265,-2.20542316108738
3.727,-2.2129828736817
3.7275,-2.22058617445681
3.728,-2.22823337444412
3.7285,-2.23592478728092
3.729,-2.24366072923543
3.7295,-2.25144151923189
3.73,-2.25926747887599
3.7305,-2.26713893248069
3.731,-2.27505620709202
3.7315,-2.2830196325155
3.732,-2.29102954134271
3.7325,-2.29908626897806
3.733,-2.30719015366598
3.7335,-2.3153415365184
3.734,-2.32354076154243
3.7345,-2.33178817566846
3.735,-2.34008412877852
3.7355,-2.34842897373493
3.736,-2.35682306640931
3.7365,-2.36526676571193
3.737,-2.37376043362129
3.7375,-2.38230443521417
3.738,-2.39089913869581
3.7385,-2.39954491543071
3.739,-2.40824213997354
3.7395,-2.41699119010046
3.74,-2.42579244684084
3.7405,-2.43464629450932
3.741,-2.44355312073823
3.7415,-2.45251331651025
3.742,-2.46152727619176
3.7425,-2.47059539756622
3.743,-2.47971808186807
3.7435,-2.48889573381715
3.744,-2.49812876165322
3.7445,-2.50741757717124
3.745,-2.51676259575667
3.7455,-2.52616423642148
3.746,-2.53562292184045
3.7465,-2.54513907838788
3.747,-2.55471313617472
3.7475,-2.56434552908625
3.748,-2.57403669482005
3.7485,-2.58378707492446
3.749,-2.59359711483753
3.7495,-2.60346726392641
3.75,-2.61339797552716
3.7505,-2.62338970698512
3.751,-2.63344291969562
3.7515,-2.64355807914536
3.752,-2.65373565495408
3.7525,-2.66397612091682
3.753,-2.67427995504684
3.7535,-2.68464763961871
3.754,-2.69507966121218
3.7545,-2.70557651075658
3.755,-2.7161386835756
3.7555,-2.72676667943266
3.756,-2.73746100257703
3.7565,-2.74822216179014
3.757,-2.75905067043287
3.7575,-2.76994704649303
3.758,-2.78091181263369
3.7585,-2.7919454962421
3.759,-2.80304862947897
3.7595,-2.81422174932861
3.76,-2.82546539764969
3.7605,-2.83678012122637
3.761,-2.84816647182038
3.7615,-2.85962500622362
3.762,-2.87115628631138
3.7625,-2.88276087909623
3.763,-2.89443935678279
3.7635,-2.90619229682286
3.764,-2.9180202819716
3.7645,-2.92992390034411
3.765,-2.94190374547298
3.7655,-2.95396041636649
3.766,-2.9660945175675
3.7665,-2.9783066592132
3.767,-2.99059745709559
3.7675,-3.00296753272273
3.768,-3.01541751338082
3.7685,-3.02794803219714
3.769,-3.04055972820369
3.7695,-3.05325324640177
3.77,-3.06602923782745
3.7705,-3.07888835961773
3.771,-3.09183127507786
3.7715,-3.10485865374931
3.772,-3.11797117147874
3.7725,-3.13116951048801
3.773,-3.14445435944494
3.7735,-3.15782641353517
3.774,-3.17128637453505
3.7745,-3.18483495088529
3.775,-3.19847285776588
3.7755,-3.21220081717199
3.776,-3.22601955799071
3.7765,-3.23992981607918
3.777,-3.25393233434359
3.7775,-3.26802786281935
3.778,-3.28221715875244
3.7785,-3.29650098668177
3.779,-3.31088011852287
3.7795,-3.32535533365276
3.78,-3.33992741899587
3.7805,-3.35459716911133
3.781,-3.36936538628157
3.7815,-3.3842328806021
3.782,-3.3992004700725
3.7825,-3.41426898068918
3.783,-3.42943924653882
3.7835,-3.44471210989379
3.784,-3.46008842130876
3.7845,-3.47556903971862
3.785,-3.49115483253814
3.7855,-3.50684667576278
3.786,-3.52264545407137
3.7865,-3.53855206093019
3.787,-3.55456739869851
3.7875,-3.57069237873598
3.788,-3.58692792151155
3.7885,-3.603274956714
3.789,-3.61973442336431
3.7895,-3.63630726992982
3.79,-3.65299445443994
3.7905,-3.66979694460384
3.791,-3.68671571793021
3.7915,-3.70375176184841
3.792,-3.72090607383199
3.7925,-3.73817966152411
3.793,-3.75557354286469
3.7935,-3.77308874622014
3.794,-3.79072631051466
3.7945,-3.80848728536403
3.795,-3.82637273121153
3.7955,-3.84438371946602
3.796,-3.86252133264237
3.7965,-3.88078666450433
3.797,-3.89918082020948
3.7975,-3.91770491645704
3.798,-3.93636008163795
3.7985,-3.95514745598741
3.799,-3.97406819174032
3.7995,-3.99312345328913
3.8,-4.0123144173445
3.8005,-4.03164227309889
3.801,-4.05110822239283
3.8015,-4.07071347988407
3.802,-4.09045927322004
3.8025,-4.11034684321292
3.803,-4.13037744401823
3.8035,-4.15055234331641
3.804,-4.17087282249773
3.8045,-4.19134017685044
3.805,-4.21195571575274
3.8055,-4.2327207628676
3.806,-4.25363665634196
3.8065,-4.27470474900892
3.807,-4.29592640859408
3.8075,-4.31730301792582
3.808,-4.33883597514916
3.8085,-4.36052669394399
3.809,-4.38237660374747
3.8095,-4.40438714998037
3.81,-4.4265597942781
3.8105,-4.44889601472618
3.811,-4.47139730610001
3.8115,-4.49406518010963
3.812,-4.51690116564929
3.8125,-4.53990680905172
3.813,-4.56308367434775
3.8135,-4.58643334353081
3.814,-4.60995741682714
3.8145,-4.6336575129712
3.815,-4.65753526948667
3.8155,-4.68159234297335
3.816,-4.70583040940008
3.8165,-4.73025116440317
3.817,-4.75485632359175
3.8175,-4.77964762285919
3.818,-4.80462681870077
3.8185,-4.82979568853885
3.819,-4.8551560310541
3.8195,-4.88070966652445
3.82,-4.90645843717118
3.8205,-4.93240420751226
3.821,-4.95854886472371
3.8215,-4.98489431900886
3.822,-5.01144250397543
3.8225,-5.03819537702133
3.823,-5.06515491972898
3.8235,-5.09232313826834
3.824,-5.11970206380898
3.8245,-5.14729375294196
3.825,-5.17510028811068
3.8255,-5.20312377805218
3.826,-5.23136635824823
3.8265,-5.25983019138703
3.827,-5.28851746783602
3.8275,-5.31743040612498
3.828,-5.34657125344144
3.8285,-5.37594228613747
3.829,-5.40554581024823
3.8295,-5.43538416202358
3.83,-5.46545970847242
3.8305,-5.49577484791976
3.831,-5.52633201057803
3.8315,-5.55713365913226
3.832,-5.58818228933937
3.8325,-5.61948043064306
3.833,-5.65103064680337
3.8335,-5.68283553654252
3.834,-5.71489773420731
3.8345,-5.74721991044759
3.835,-5.77980477291291
3.8355,-5.81265506696693
3.836,-5.84577357641995
3.8365,-5.87916312428094
3.837,-5.91282657352946
3.8375,-5.94676682790732
3.838,-5.98098683273164
3.8385,-6.01548957572996
3.839,-6.0502780878968
3.8395,-6.08535544437457
3.84,-6.12072476535733
3.8405,-6.15638921701987
3.841,-6.19235201247243
3.8415,-6.22861641274122
3.842,-6.26518572777673
3.8425,-6.30206331749034
3.843,-6.3392525928196
3.8435,-6.37675701682413
3.844,-6.41458010581281
3.8445,-6.45272543050281
3.845,-6.4911966172124
3.8455,-6.52999734908883
3.846,-6.56913136737073
3.8465,-6.60860247268921
3.847,-6.64841452640622
3.8475,-6.68857145199316
3.848,-6.72907723645108
3.8485,-6.76993593177278
3.849,-6.81115165645003
3.8495,-6.85272859702652
3.85,-6.89467100969793
3.8505,-6.93698322196206
3.851,-6.97966963432017
3.8515,-7.02273472203085
3.852,-7.06618303691951
3.8525,-7.11001920924574
3.853,-7.15424794962861
3.8535,-7.19887405103552
3.854,-7.24390239083364
3.8545,-7.289337932909
3.855,-7.33518572985461
3.8555,-7.38145092523017
3.856,-7.42813875589701
3.8565,-7.47525455443115
3.857,-7.52280375161633
3.8575,-7.57079187902217
3.858,-7.61922457167007
3.8585,-7.66810757078927
3.859,-7.71744672666923
3.8595,-7.76724800161026
3.86,-7.81751747297719
3.8605,-7.86826133636109
3.861,-7.91948590885192
3.8615,-7.9711976324291
3.862,-8.02340307747326
3.8625,-8.07610894640476
3.863,-8.12932207745526
3.8635,-8.18304944857779
3.864,-8.23729818150048
3.8645,-8.29207554593198
3.865,-8.34738896392456
3.8655,-8.40324601440128
3.866,-8.45965443785602
3.8665,-8.51662214123382
3.867,-8.574157202999
3.8675,-8.63226787840125
3.868,-8.69096260494742
3.8685,-8.75025000809029
3.869,-8.81013890714345
3.8695,-8.87063832143337
3.87,-8.9317574767003
3.8705,-8.99350581176088
3.871,-9.05589298544291
3.8715,-9.1189288838089
3.872,-9.18262362768062
3.8725,-9.24698758047998
3.873,-9.31203135640313
3.8735,-9.37776582894498
3.874,-9.44420213979014
3.8745,-9.51135170809243
3.875,-9.57922624016035
3.8755,-9.6478377395722
3.876,-9.71719851774302
3.8765,-9.78732120496657
3.877,-9.8582187619605
3.8775,-9.92990449194022
3.878,-10.0023920532512
3.8785,-10.0756954725918
3.879,-10.1498291588595
3.8795,-10.224807917654
3.88,-10.3006469664792
3.8805,-10.3773619506792
3.881,-10.4549689601564
3.8815,-10.5334845469151
3.882,-10.6129257434782
3.8825,-10.6933100822353
3.883,-10.7746556157727
3.8835,-10.8569809382492
3.884,-10.9403052078818
3.8845,-11.0246481706121
3.885,-11.1100301850248
3.8855,-11.1964722486031
3.886,-11.2839960254052
3.8865,-11.3726238752543
3.887,-11.4623788845448
3.8875,-11.5532848987699
3.888,-11.6453665568903
3.8885,-11.7386493276678
3.889,-11.8331595481
3.8895,-11.9289244641054
3.89,-12.0259722736162
3.8905,-12.1243321722522
3.891,-12.2240344017637
3.8915,-12.3251103014471
3.892,-12.4275923627526
3.8925,-12.5315142873271
3.893,-12.6369110487525
3.8935,-12.7438189582648
3.894,-12.8522757347679
3.8945,-12.9623205794784
3.895,-13.0739942555791
3.8955,-13.1873391732842
3.896,-13.3023994807651
3.8965,-13.4192211614278
3.897,-13.537852138081
3.8975,-13.6583423845855
3.898,-13.7807440456425
3.8985,-13.9051115654406
3.899,-14.0315018259544
3.8995,-14.1599742957836
3.9,-14.2905911905037
3.9005,-14.4234176456142
3.901,-14.5585219032899
3.9015,-14.6959755142765
3.902,-14.8358535564257
3.9025,-14.9782348715439
3.903,-15.123202322419
3.9035,-15.2708430721285
3.904,-15.4212488879793
3.9045,-15.5745164727297
3.905,-15.7307478260845
3.9055,-15.8900506398381
3.906,-16.0525387304886
3.9065,-16.2183325136659
3.907,-16.3875595253116
3.9075,-16.5603549952345
3.908,-16.7368624794891
3.9085,-16.9172345589421
3.909,-17.1016336125131
3.9095,-17.2902326748557
3.91,-17.4832163897665
3.9105,-17.6807820724164
3.911,-17.8831408956238
3.9115,-18.0905192179223
3.912,-18.303160074222
3.9125,-18.5213248534848
3.913,-18.7452951922218
3.9135,-18.9753751179175
3.914,-19.2118934829296
3.9145,-19.4552067372607
3.915,-19.7057020982717
3.9155,-19.9638011872802
3.916,-20.229964217778
3.9165,-20.5046948384073
3.917,-20.788545756959
3.9175,-21.0821253008855
3.918,-21.3861051069641
3.9185,-21.7012291803674
3.919,-22.0283246248575
3.9195,-22.3683144258038
3.92,-22.7222327726793
3.9205,-23.0912435467367
3.921,-23.4766627854155
3.9215,-23.8799861861004
3.922,-24.3029230546574
3.9225,-24.7474385775259
3.923,-25.2158069578623
3.9235,-25.710678892887
3.924,-26.2351682132692
3.9245,-26.792964459534
3.925,-27.3884810518938
3.9255,-28.0270530158237
3.926,-28.7152047364945
3.9265,-29.4610181374476
3.927,-30.2746467863074
3.9275,-31.1690439431396
3.928,-32.1610036401316
3.9285,-33.2726460356285
3.929,-34.5334623607859
3.9295,-35.9827367759363
3.93,-37.6705189809138
3.9305,-39.647415898023
3.931,-41.8972529344249
3.9315,-44.0434024720932
3.932,-44.8323844776185
3.9325,-43.4731850621164
3.933,-41.213165153783
3.9335,-39.0345891053659
3.934,-37.150795547436
3.9345,-35.5428543947181
3.935,-34.1575300282256
3.9355,-32.9477850830052
3.936,-31.8774971166062
3.9365,-30.9196216862796
3.937,-30.0538153610455
3.9375,-29.2645626738634
3.938,-28.5398381809918
3.9385,-27.8701712686114
3.939,-27.247990760606
3.9395,-26.6671602940741
3.94,-26.1226440654504
3.9405,-25.6102626243894
3.941,-25.1265117316248
3.9415,-24.6684260431577
3.942,-24.2334751320675
3.9425,-23.8194831736011
3.943,-23.4245661816783
3.9435,-23.047082429902
3.944,-22.685592894954
3.9445,-22.33882940352
3.945,-22.0056687618698
3.9455,-21.68511157657
3.946,-21.3762647868493
3.9465,-21.078327158381
3.947,-20.7905771585208
3.9475,-20.5123627607477
3.948,-20.2430928227696
3.9485,-19.9822297566051
3.949,-19.7292832658804
3.9495,-19.4838049697459
3.95,-19.2453837673842
3.9505,-19.0136418243197
3.951,-18.7882310833073
3.9515,-18.5688302198359
3.952,-18.3551419761102
3.9525,-18.1468908185399
3.953,-17.9438208728496
3.9535,-17.7456940983235
3.954,-17.5522886687628
3.9545,-17.3633975327476
3.955,-17.1788271299361
3.9555,-16.998396243564
3.956,-16.8219349722021
3.9565,-16.6492838062159
3.957,-16.4802927964136
3.9575,-16.3148208040698
3.958,-16.1527348229653
3.9585,-15.9939093653072
3.959,-15.8382259044577
3.9595,-15.6855723682806
3.96,-15.5358426776952
3.9605,-15.3889363256923
3.961,-15.2447579926269
3.9615,-15.1032171941074
3.962,-14.9642279582278
3.9625,-14.8277085292549
3.963,-14.6935810952194
3.9635,-14.5617715371311
3.964,-14.4322091977946
3.9645,-14.3048266684189
3.965,-14.1795595914023
3.9655,-14.0563464778436
3.966,-13.9351285384854
3.9665,-13.8158495269162
3.967,-13.6984555939839
3.9675,-13.5828951524738
3.968,-13.4691187511934
3.9685,-13.3570789576922
3.969,-13.2467302489175
3.9695,-13.1380289091677
3.97,-13.030932934771
3.9705,-12.925401944962
3.971,-12.8213970984805
3.9715,-12.7188810154588
3.972,-12.6178177041986
3.9725,-12.5181724924755
3.973,-12.4199119630424
3.9735,-12.3230038930236
3.974,-12.2274171969243
3.9745,-12.1331218730008
3.975,-12.0400889527543
3.9755,-11.9482904533329
3.976,-11.8576993326477
3.9765,-11.7682894470126
3.977,-11.6800355111458
3.9775,-11.5929130603741
3.978,-11.5068984148952
3.9785,-11.4219686459692
3.979,-11.3381015439112
3.9795,-11.2552755877734
3.98,-11.1734699166129
3.9805,-11.0926643022423
3.981,-11.0128391233761
3.9815,-10.9339753410877
3.982,-10.8560544754958
3.9825,-10.7790585836095
3.983,-10.7029702382638
3.9835,-10.6277725080798
3.984,-10.5534489383926
3.9845,-10.479983533091
3.985,-10.4073607373151
3.9855,-10.3355654209678
3.986,-10.2645828629916
3.9865,-10.1943987363681
3.987,-10.1249990938044
3.9875,-10.0563703540657
3.988,-9.98849928891949
3.9885,-9.92137301066199
3.989,-9.85497896019261
3.9895,-9.78930489560896
3.99,-9.72433888129667
3.9905,-9.66006927748658
3.991,-9.59648473025693
3.9915,-9.53357416195734
3.992,-9.47132676203331
3.9925,-9.40973197823273
3.993,-9.34877950817312
3.9935,-9.28845929125401
3.994,-9.22876150089729
3.9945,-9.16967653709887
3.995,-9.11119501927747
3.9955,-9.05330777940682
3.996,-8.99600585541707
3.9965,-8.93928048485295
3.997,-8.88312309877814
3.9975,-8.82752531591223
3.998,-8.77247893699175
3.9985,-8.71797593934423
3.999,-8.66400847166495
3.9995,-8.61056884898943
4,-8.55764954785081
4.0005,-8.50524320161479
4.001,-8.45334259598525
4.0015,-8.4019406646719
4.002,-8.35103048521299
4.0025,-8.30060527494811
4.003,-8.25065838713212
4.0035,-8.20118330718686
4.004,-8.15217364908308
4.0045,-8.10362315184726
4.005,-8.05552567619002
4.0055,-8.0078752012485
4.006,-7.96066582143958
4.0065,-7.91389174341994
4.007,-7.86754728314708
4.0075,-7.82162686303823
4.008,-7.77612500922371
4.0085,-7.73103634888974
4.009,-7.68635560770822
4.0095,-7.64207760734997
4.01,-7.59819726307726
4.0105,-7.55470958141442
4.011,-7.51160965789138
4.0115,-7.46889267485882
4.012,-7.42655389937229
4.0125,-7.38458868114141
4.013,-7.34299245054299
4.0135,-7.30176071669564
4.014,-7.2608890655924
4.0145,-7.22037315829067
4.015,-7.1802087291568
4.0155,-7.14039158416306
4.016,-7.10091759923536
4.0165,-7.06178271865042
4.017,-7.02298295347937
4.0175,-6.98451438007767
4.018,-6.94637313861849
4.0185,-6.90855543166828
4.019,-6.8710575228041
4.0195,-6.83387573526971
4.02,-6.7970064506697
4.0205,-6.7604461077014
4.021,-6.7241912009214
4.0215,-6.68823827954672
4.022,-6.65258394628963
4.0225,-6.61722485622415
4.023,-6.58215771568349
4.0235,-6.54737928118805
4.024,-6.51288635840193
4.0245,-6.47867580111782
4.025,-6.44474451026889
4.0255,-6.41108943296696
4.026,-6.37770756156633
4.0265,-6.34459593275201
4.027,-6.31175162665168
4.0275,-6.27917176597116
4.028,-6.24685351515187
4.0285,-6.21479407954981
4.029,-6.1829907046361
4.0295,-6.1514406752173
4.03,-6.12014131467539
4.0305,-6.08908998422751
4.031,-6.05828408220319
4.0315,-6.02772104334054
4.032,-5.99739833809915
4.0325,-5.96731347198989
4.033,-5.93746398492153
4.0335,-5.90784745056291
4.034,-5.87846147572033
4.0345,-5.84930369973035
4.035,-5.82037179386691
4.0355,-5.79166346076214
4.036,-5.76317643384158
4.0365,-5.73490847677212
4.037,-5.70685738292294
4.0375,-5.67902097483923
4.038,-5.65139710372764
4.0385,-5.62398364895408
4.039,-5.59677851755253
4.0395,-5.56977964374526
4.04,-5.54298498847383
4.0405,-5.51639253894081
4.041,-5.49000030816134
4.0415,-5.4638063345252
4.042,-5.4378086813682
4.0425,-5.412005436553
4.043,-5.38639471205943
4.0435,-5.36097464358347
4.044,-5.3357433901448
4.0445,-5.31069913370329
4.045,-5.28584007878312
4.0455,-5.26116445210544
4.046,-5.23667050222845
4.0465,-5.21235649919522
4.047,-5.18822073418901
4.0475,-5.16426151919561
4.048,-5.14047718667268
4.0485,-5.11686608922617
4.049,-5.09342659929324
4.0495,-5.07015710883137
4.05,-5.04705602901455
4.0505,-5.02412178993485
4.051,-5.00135284031034
4.0515,-4.97874764719901
4.052,-4.95630469571798
